Country,Region,pf_score,crime_cases
Albania,Eastern Europe,7.81,9.85
Albania,Eastern Europe,7.86,9.85
Albania,Eastern Europe,7.57,9.77
Albania,Eastern Europe,7.4,9.82
Albania,Eastern Europe,7.64,9.7
Albania,Eastern Europe,7.49,9.7
Albania,Eastern Europe,7.62,9.63
Albania,Eastern Europe,7.74,9.68
Albania,Eastern Europe,8.09,9.72
Albania,Eastern Europe,8.16,9.82
Albania,Eastern Europe,8.13,9.8
Algeria,Middle East & North Africa,5.42,9.0
Algeria,Middle East & North Africa,5.08,8.97
Algeria,Middle East & North Africa,5.33,8.95
Algeria,Middle East & North Africa,5.2,8.88
Algeria,Middle East & North Africa,5.16,8.0
Algeria,Middle East & North Africa,5.16,7.85
Algeria,Middle East & North Africa,5.15,7.7
Algeria,Middle East & North Africa,5.25,7.82
Algeria,Middle East & North Africa,5.47,8.38
Algeria,Middle East & North Africa,5.41,7.82
Algeria,Middle East & North Africa,5.43,7.87
Angola,Sub-Saharan Africa,6.21,9.27
Angola,Sub-Saharan Africa,5.91,8.73
Angola,Sub-Saharan Africa,6.3,9.27
Angola,Sub-Saharan Africa,5.9,8.43
Angola,Sub-Saharan Africa,5.77,8.43
Angola,Sub-Saharan Africa,5.66,8.43
Angola,Sub-Saharan Africa,5.57,8.43
Angola,Sub-Saharan Africa,5.71,8.47
Angola,Sub-Saharan Africa,5.88,9.27
Angola,Sub-Saharan Africa,5.88,8.4
Angola,Sub-Saharan Africa,5.8,8.47
Argentina,Latin America & the Caribbean,8.32,8.4
Argentina,Latin America & the Caribbean,8.34,8.42
Argentina,Latin America & the Caribbean,8.35,9.18
Argentina,Latin America & the Caribbean,8.27,9.15
Argentina,Latin America & the Caribbean,8.17,9.08
Argentina,Latin America & the Caribbean,8.17,9.08
Argentina,Latin America & the Caribbean,8.16,9.08
Argentina,Latin America & the Caribbean,8.16,9.08
Argentina,Latin America & the Caribbean,8.17,9.08
Argentina,Latin America & the Caribbean,8.16,9.08
Argentina,Latin America & the Caribbean,8.18,9.08
Armenia,Caucasus & Central Asia,7.45,9.47
Armenia,Caucasus & Central Asia,7.34,9.42
Armenia,Caucasus & Central Asia,7.38,9.25
Armenia,Caucasus & Central Asia,7.16,9.4
Armenia,Caucasus & Central Asia,7.2,9.42
Armenia,Caucasus & Central Asia,7.37,9.42
Armenia,Caucasus & Central Asia,7.33,9.43
Armenia,Caucasus & Central Asia,7.41,9.42
Armenia,Caucasus & Central Asia,7.29,9.45
Armenia,Caucasus & Central Asia,7.24,9.35
Australia,Oceania,9.12,9.93
Australia,Oceania,9.13,9.9
Australia,Oceania,9.1,9.93
Australia,Oceania,9.13,9.93
Australia,Oceania,9.26,9.9
Australia,Oceania,9.19,9.93
Australia,Oceania,9.21,9.93
Australia,Oceania,9.24,9.93
Australia,Oceania,9.25,9.93
Australia,Oceania,9.25,9.92
Australia,Oceania,9.25,9.92
Austria,Western Europe,9.09,9.93
Austria,Western Europe,9.12,9.93
Austria,Western Europe,9.15,9.95
Austria,Western Europe,9.28,9.97
Austria,Western Europe,9.3,9.95
Austria,Western Europe,9.24,9.95
Austria,Western Europe,9.22,9.93
Austria,Western Europe,9.11,9.93
Austria,Western Europe,9.1,9.95
Austria,Western Europe,9.11,9.93
Austria,Western Europe,9.11,9.95
Azerbaijan,Caucasus & Central Asia,6.21,9.43
Azerbaijan,Caucasus & Central Asia,6.24,9.22
Azerbaijan,Caucasus & Central Asia,5.78,8.63
Azerbaijan,Caucasus & Central Asia,5.68,9.02
Azerbaijan,Caucasus & Central Asia,6.0,9.15
Azerbaijan,Caucasus & Central Asia,6.16,9.43
Azerbaijan,Caucasus & Central Asia,6.03,9.28
Azerbaijan,Caucasus & Central Asia,6.21,9.43
Azerbaijan,Caucasus & Central Asia,6.69,9.43
Azerbaijan,Caucasus & Central Asia,6.41,9.43
Azerbaijan,Caucasus & Central Asia,6.64,9.17
Bahrain,Middle East & North Africa,5.19,8.7
Bahrain,Middle East & North Africa,5.18,7.92
Bahrain,Middle East & North Africa,5.35,8.63
Bahrain,Middle East & North Africa,5.53,7.98
Bahrain,Middle East & North Africa,5.47,7.38
Bahrain,Middle East & North Africa,5.57,7.6
Bahrain,Middle East & North Africa,5.41,7.62
Bahrain,Middle East & North Africa,5.53,7.05
Bahrain,Middle East & North Africa,6.41,8.68
Bahrain,Middle East & North Africa,6.88,9.52
Bahrain,Middle East & North Africa,6.91,9.43
Bangladesh,South Asia,5.3,7.32
Bangladesh,South Asia,5.35,7.3
Bangladesh,South Asia,5.27,7.28
Bangladesh,South Asia,5.36,7.98
Bangladesh,South Asia,5.5,7.28
Bangladesh,South Asia,5.26,8.13
Bangladesh,South Asia,5.54,8.15
Bangladesh,South Asia,5.84,8.17
Bangladesh,South Asia,5.89,8.17
Bangladesh,South Asia,5.87,8.13
Bangladesh,South Asia,5.81,8.13
Belarus,Eastern Europe,6.99,9.0
Belarus,Eastern Europe,7.01,8.93
Belarus,Eastern Europe,6.58,8.93
Belgium,Western Europe,8.99,9.85
Belgium,Western Europe,9.0,9.87
Belgium,Western Europe,8.89,8.9
Belgium,Western Europe,9.07,9.87
Belgium,Western Europe,9.05,9.85
Belgium,Western Europe,9.03,9.88
Belgium,Western Europe,8.98,9.88
Belgium,Western Europe,9.01,9.87
Belgium,Western Europe,9.04,9.88
Belgium,Western Europe,9.05,9.88
Belgium,Western Europe,9.02,9.87
Benin,Sub-Saharan Africa,7.41,9.52
Benin,Sub-Saharan Africa,7.49,9.52
Benin,Sub-Saharan Africa,7.31,9.17
Benin,Sub-Saharan Africa,7.52,9.17
Benin,Sub-Saharan Africa,7.51,9.17
Benin,Sub-Saharan Africa,7.26,8.33
Benin,Sub-Saharan Africa,7.16,8.32
Benin,Sub-Saharan Africa,7.22,8.32
Benin,Sub-Saharan Africa,7.35,7.48
Benin,Sub-Saharan Africa,7.43,8.32
Bhutan,South Asia,6.41,9.5
Bhutan,South Asia,6.43,9.48
Bhutan,South Asia,6.31,9.5
Bhutan,South Asia,6.52,9.48
Bhutan,South Asia,6.72,9.48
Bhutan,South Asia,6.79,9.37
Bolivia,Latin America & the Caribbean,7.26,8.92
Bolivia,Latin America & the Caribbean,7.27,9.17
Bolivia,Latin America & the Caribbean,7.36,9.17
Bolivia,Latin America & the Caribbean,7.5,9.17
Bolivia,Latin America & the Caribbean,7.51,8.98
Bolivia,Latin America & the Caribbean,7.27,8.98
Bolivia,Latin America & the Caribbean,7.35,8.37
Bolivia,Latin America & the Caribbean,7.57,8.35
Bolivia,Latin America & the Caribbean,7.5,8.32
Bolivia,Latin America & the Caribbean,7.64,8.58
Bolivia,Latin America & the Caribbean,7.51,8.58
Bosnia and Herzegovina,Eastern Europe,7.78,9.07
Bosnia and Herzegovina,Eastern Europe,7.86,9.08
Bosnia and Herzegovina,Eastern Europe,7.93,9.08
Bosnia and Herzegovina,Eastern Europe,7.76,9.37
Bosnia and Herzegovina,Eastern Europe,8.01,9.45
Bosnia and Herzegovina,Eastern Europe,7.9,9.5
Bosnia and Herzegovina,Eastern Europe,7.93,9.47
Bosnia and Herzegovina,Eastern Europe,8.05,9.47
Bosnia and Herzegovina,Eastern Europe,8.31,9.42
Bosnia and Herzegovina,Eastern Europe,8.31,9.45
Bosnia and Herzegovina,Eastern Europe,8.15,9.35
Botswana,Sub-Saharan Africa,7.1,9.0
Botswana,Sub-Saharan Africa,7.02,9.0
Botswana,Sub-Saharan Africa,7.08,9.0
Botswana,Sub-Saharan Africa,6.98,9.0
Botswana,Sub-Saharan Africa,6.95,9.0
Botswana,Sub-Saharan Africa,6.87,9.0
Botswana,Sub-Saharan Africa,6.87,9.0
Botswana,Sub-Saharan Africa,6.83,9.0
Botswana,Sub-Saharan Africa,7.03,9.0
Botswana,Sub-Saharan Africa,7.06,9.03
Botswana,Sub-Saharan Africa,7.03,9.03
Brazil,Latin America & the Caribbean,7.1,7.92
Brazil,Latin America & the Caribbean,7.23,8.33
Brazil,Latin America & the Caribbean,6.91,7.5
Brazil,Latin America & the Caribbean,7.15,8.33
Brazil,Latin America & the Caribbean,7.46,8.33
Brazil,Latin America & the Caribbean,7.48,8.33
Brazil,Latin America & the Caribbean,7.61,8.33
Brazil,Latin America & the Caribbean,7.74,7.55
Brazil,Latin America & the Caribbean,8.01,8.53
Brazil,Latin America & the Caribbean,7.99,8.48
Brazil,Latin America & the Caribbean,7.95,8.42
Bulgaria,Eastern Europe,8.11,9.92
Bulgaria,Eastern Europe,8.02,9.9
Bulgaria,Eastern Europe,8.06,9.92
Bulgaria,Eastern Europe,8.17,9.88
Bulgaria,Eastern Europe,8.33,9.9
Bulgaria,Eastern Europe,8.27,9.9
Bulgaria,Eastern Europe,8.31,9.67
Bulgaria,Eastern Europe,8.4,9.88
Bulgaria,Eastern Europe,8.33,9.87
Bulgaria,Eastern Europe,8.38,9.87
Bulgaria,Eastern Europe,8.27,9.85
Burkina Faso,Sub-Saharan Africa,7.34,8.42
Burkina Faso,Sub-Saharan Africa,7.51,9.27
Burkina Faso,Sub-Saharan Africa,7.33,9.37
Burkina Faso,Sub-Saharan Africa,7.32,9.52
Burkina Faso,Sub-Saharan Africa,7.26,9.53
Burkina Faso,Sub-Saharan Africa,7.42,9.53
Burkina Faso,Sub-Saharan Africa,7.33,9.53
Burkina Faso,Sub-Saharan Africa,7.43,9.55
Burkina Faso,Sub-Saharan Africa,7.77,9.53
Burkina Faso,Sub-Saharan Africa,7.59,9.52
Burkina Faso,Sub-Saharan Africa,7.71,9.52
Burundi,Sub-Saharan Africa,4.9,6.25
Burundi,Sub-Saharan Africa,4.94,6.2
Burundi,Sub-Saharan Africa,4.49,5.63
Burundi,Sub-Saharan Africa,4.24,4.57
Burundi,Sub-Saharan Africa,5.09,8.07
Burundi,Sub-Saharan Africa,5.77,8.33
Burundi,Sub-Saharan Africa,5.76,8.28
Burundi,Sub-Saharan Africa,5.86,8.1
Burundi,Sub-Saharan Africa,6.12,7.35
Burundi,Sub-Saharan Africa,6.54,8.45
Burundi,Sub-Saharan Africa,6.12,5.9
Cambodia,South Asia,6.38,8.63
Cambodia,South Asia,6.38,8.63
Cambodia,South Asia,6.92,9.47
Cambodia,South Asia,7.06,9.47
Cambodia,South Asia,7.04,8.63
Cambodia,South Asia,7.24,9.03
Cambodia,South Asia,7.2,9.47
Cambodia,South Asia,7.15,9.37
Cambodia,South Asia,7.24,9.43
Cameroon,Sub-Saharan Africa,5.07,5.2
Cameroon,Sub-Saharan Africa,5.35,6.8
Cameroon,Sub-Saharan Africa,5.48,6.27
Cameroon,Sub-Saharan Africa,5.12,3.0
Cameroon,Sub-Saharan Africa,5.62,6.15
Cameroon,Sub-Saharan Africa,5.94,8.88
Cameroon,Sub-Saharan Africa,5.99,8.88
Cameroon,Sub-Saharan Africa,6.0,8.88
Cameroon,Sub-Saharan Africa,5.72,8.82
Cameroon,Sub-Saharan Africa,5.71,8.73
Cameroon,Sub-Saharan Africa,5.78,8.88
Canada,North America,9.1,9.83
Canada,North America,9.12,9.85
Canada,North America,9.04,9.85
Canada,North America,9.03,9.88
Canada,North America,9.12,9.9
Canada,North America,9.13,9.88
Canada,North America,9.09,9.9
Canada,North America,9.12,9.88
Canada,North America,9.12,9.88
Canada,North America,9.12,9.88
Canada,North America,9.11,9.87
Central African Republic,Sub-Saharan Africa,5.22,3.1
Central African Republic,Sub-Saharan Africa,5.4,3.68
Central African Republic,Sub-Saharan Africa,5.27,4.1
Central African Republic,Sub-Saharan Africa,5.15,3.85
Central African Republic,Sub-Saharan Africa,4.96,2.85
Central African Republic,Sub-Saharan Africa,4.39,2.5
Central African Republic,Sub-Saharan Africa,4.91,5.35
Central African Republic,Sub-Saharan Africa,5.15,6.43
Central African Republic,Sub-Saharan Africa,5.63,5.13
Central African Republic,Sub-Saharan Africa,5.83,6.52
Central African Republic,Sub-Saharan Africa,5.97,8.25
Chad,Sub-Saharan Africa,5.47,6.35
Chad,Sub-Saharan Africa,5.3,6.87
Chad,Sub-Saharan Africa,4.69,6.25
Chad,Sub-Saharan Africa,5.39,4.0
Chad,Sub-Saharan Africa,5.82,8.13
Chad,Sub-Saharan Africa,5.62,8.15
Chad,Sub-Saharan Africa,5.61,8.1
Chad,Sub-Saharan Africa,5.48,7.27
Chad,Sub-Saharan Africa,5.47,7.9
Chad,Sub-Saharan Africa,5.32,6.22
Chad,Sub-Saharan Africa,5.33,5.08
Chile,Latin America & the Caribbean,8.4,9.68
Chile,Latin America & the Caribbean,8.44,9.72
Chile,Latin America & the Caribbean,8.13,9.77
Chile,Latin America & the Caribbean,8.17,9.77
Chile,Latin America & the Caribbean,8.22,9.72
Chile,Latin America & the Caribbean,8.17,9.78
Chile,Latin America & the Caribbean,8.45,9.83
Chile,Latin America & the Caribbean,8.49,9.75
Chile,Latin America & the Caribbean,8.51,9.78
Chile,Latin America & the Caribbean,8.48,9.75
Chile,Latin America & the Caribbean,8.51,9.77
China,East Asia,5.92,8.52
China,East Asia,6.02,8.3
China,East Asia,5.71,7.47
China,East Asia,5.57,7.45
China,East Asia,5.8,7.83
China,East Asia,5.83,8.28
China,East Asia,5.85,8.28
China,East Asia,5.88,7.43
China,East Asia,5.89,7.43
China,East Asia,5.89,7.43
China,East Asia,6.04,9.1
Colombia,Latin America & the Caribbean,6.98,4.98
Colombia,Latin America & the Caribbean,7.19,5.23
Colombia,Latin America & the Caribbean,6.99,5.3
Colombia,Latin America & the Caribbean,6.93,4.65
Colombia,Latin America & the Caribbean,6.95,4.9
Colombia,Latin America & the Caribbean,6.87,4.9
Colombia,Latin America & the Caribbean,6.84,4.65
Colombia,Latin America & the Caribbean,6.78,5.05
Colombia,Latin America & the Caribbean,7.06,4.75
Colombia,Latin America & the Caribbean,6.98,4.65
Colombia,Latin America & the Caribbean,7.04,4.83
"Congo, Dem. Rep.",Sub-Saharan Africa,5.42,5.57
"Congo, Dem. Rep.",Sub-Saharan Africa,5.31,5.37
"Congo, Dem. Rep.",Sub-Saharan Africa,5.08,6.45
"Congo, Dem. Rep.",Sub-Saharan Africa,4.87,5.82
"Congo, Dem. Rep.",Sub-Saharan Africa,4.78,5.72
"Congo, Dem. Rep.",Sub-Saharan Africa,4.58,4.48
"Congo, Dem. Rep.",Sub-Saharan Africa,4.54,4.87
"Congo, Dem. Rep.",Sub-Saharan Africa,4.89,6.07
"Congo, Dem. Rep.",Sub-Saharan Africa,5.38,6.45
"Congo, Dem. Rep.",Sub-Saharan Africa,5.42,6.15
"Congo, Dem. Rep.",Sub-Saharan Africa,5.42,6.28
"Congo, Rep.",Sub-Saharan Africa,5.99,7.72
"Congo, Rep.",Sub-Saharan Africa,5.97,7.72
"Congo, Rep.",Sub-Saharan Africa,5.8,6.55
"Congo, Rep.",Sub-Saharan Africa,6.21,6.88
"Congo, Rep.",Sub-Saharan Africa,6.24,7.72
"Congo, Rep.",Sub-Saharan Africa,6.36,7.7
"Congo, Rep.",Sub-Saharan Africa,6.26,8.52
"Congo, Rep.",Sub-Saharan Africa,6.3,8.52
"Congo, Rep.",Sub-Saharan Africa,6.58,8.52
"Congo, Rep.",Sub-Saharan Africa,6.32,8.52
"Congo, Rep.",Sub-Saharan Africa,6.29,6.63
Costa Rica,Latin America & the Caribbean,8.05,9.25
Costa Rica,Latin America & the Caribbean,8.03,9.18
Costa Rica,Latin America & the Caribbean,8.14,9.2
Costa Rica,Latin America & the Caribbean,8.23,9.23
Costa Rica,Latin America & the Caribbean,8.69,9.33
Costa Rica,Latin America & the Caribbean,8.55,9.42
Costa Rica,Latin America & the Caribbean,8.56,9.42
Costa Rica,Latin America & the Caribbean,8.38,9.32
Costa Rica,Latin America & the Caribbean,8.34,9.23
Costa Rica,Latin America & the Caribbean,8.34,9.22
Costa Rica,Latin America & the Caribbean,8.31,9.23
Cote d'Ivoire,Sub-Saharan Africa,6.93,8.38
Cote d'Ivoire,Sub-Saharan Africa,6.97,8.38
Cote d'Ivoire,Sub-Saharan Africa,6.82,8.28
Cote d'Ivoire,Sub-Saharan Africa,6.67,7.5
Cote d'Ivoire,Sub-Saharan Africa,6.7,7.53
Cote d'Ivoire,Sub-Saharan Africa,6.67,7.97
Cote d'Ivoire,Sub-Saharan Africa,6.26,7.77
Cote d'Ivoire,Sub-Saharan Africa,6.01,6.9
Cote d'Ivoire,Sub-Saharan Africa,6.48,7.02
Cote d'Ivoire,Sub-Saharan Africa,6.59,7.48
Cote d'Ivoire,Sub-Saharan Africa,6.58,7.48
Croatia,Eastern Europe,8.47,9.97
Croatia,Eastern Europe,8.45,9.93
Croatia,Eastern Europe,8.44,9.93
Croatia,Eastern Europe,8.59,9.95
Croatia,Eastern Europe,8.58,9.95
Croatia,Eastern Europe,8.49,9.87
Croatia,Eastern Europe,8.52,9.92
Croatia,Eastern Europe,8.58,9.92
Croatia,Eastern Europe,8.33,9.9
Croatia,Eastern Europe,8.51,9.9
Croatia,Eastern Europe,8.14,9.88
Cyprus,Eastern Europe,8.25,9.5
Cyprus,Eastern Europe,8.36,9.55
Cyprus,Eastern Europe,8.65,9.52
Cyprus,Eastern Europe,8.81,9.5
Cyprus,Eastern Europe,8.82,9.52
Cyprus,Eastern Europe,8.54,9.48
Cyprus,Eastern Europe,8.58,9.45
Cyprus,Eastern Europe,8.68,9.53
Cyprus,Eastern Europe,8.97,9.53
Cyprus,Eastern Europe,8.94,9.47
Cyprus,Eastern Europe,8.96,9.53
Czech Republic,Eastern Europe,8.76,9.97
Czech Republic,Eastern Europe,8.87,9.97
Czech Republic,Eastern Europe,8.97,9.97
Czech Republic,Eastern Europe,8.98,9.95
Czech Republic,Eastern Europe,9.02,9.53
Czech Republic,Eastern Europe,9.06,9.53
Czech Republic,Eastern Europe,9.08,9.52
Czech Republic,Eastern Europe,9.07,9.53
Czech Republic,Eastern Europe,9.05,9.52
Czech Republic,Eastern Europe,9.12,9.92
Czech Republic,Eastern Europe,9.11,9.87
Denmark,Western Europe,9.35,9.93
Denmark,Western Europe,9.3,9.92
Denmark,Western Europe,9.22,9.9
Denmark,Western Europe,9.39,9.88
Denmark,Western Europe,9.44,9.92
Denmark,Western Europe,9.5,9.93
Denmark,Western Europe,9.49,9.95
Denmark,Western Europe,9.48,9.92
Denmark,Western Europe,9.49,9.95
Denmark,Western Europe,9.48,9.95
Denmark,Western Europe,9.48,9.92
Dominican Republic,Latin America & the Caribbean,7.16,8.92
Dominican Republic,Latin America & the Caribbean,6.98,8.82
Dominican Republic,Latin America & the Caribbean,7.24,8.57
Dominican Republic,Latin America & the Caribbean,6.98,8.57
Dominican Republic,Latin America & the Caribbean,7.36,8.42
Dominican Republic,Latin America & the Caribbean,7.12,7.47
Dominican Republic,Latin America & the Caribbean,7.13,8.1
Dominican Republic,Latin America & the Caribbean,7.15,7.92
Dominican Republic,Latin America & the Caribbean,7.25,7.92
Dominican Republic,Latin America & the Caribbean,7.22,7.55
Dominican Republic,Latin America & the Caribbean,7.23,8.35
Ecuador,Latin America & the Caribbean,7.82,9.08
Ecuador,Latin America & the Caribbean,7.67,9.2
Ecuador,Latin America & the Caribbean,7.73,9.18
Ecuador,Latin America & the Caribbean,7.63,8.73
Ecuador,Latin America & the Caribbean,7.57,8.62
Ecuador,Latin America & the Caribbean,7.43,8.43
Ecuador,Latin America & the Caribbean,7.39,8.33
Ecuador,Latin America & the Caribbean,7.48,8.13
Ecuador,Latin America & the Caribbean,7.45,8.0
Ecuador,Latin America & the Caribbean,7.47,7.98
Ecuador,Latin America & the Caribbean,7.55,7.97
"Egypt, Arab Rep.",Middle East & North Africa,3.95,6.85
"Egypt, Arab Rep.",Middle East & North Africa,3.95,5.92
"Egypt, Arab Rep.",Middle East & North Africa,3.65,6.2
"Egypt, Arab Rep.",Middle East & North Africa,3.6,5.65
"Egypt, Arab Rep.",Middle East & North Africa,4.01,7.23
"Egypt, Arab Rep.",Middle East & North Africa,4.43,7.37
"Egypt, Arab Rep.",Middle East & North Africa,4.79,8.93
"Egypt, Arab Rep.",Middle East & North Africa,4.67,7.22
"Egypt, Arab Rep.",Middle East & North Africa,5.12,9.02
"Egypt, Arab Rep.",Middle East & North Africa,5.14,8.67
"Egypt, Arab Rep.",Middle East & North Africa,5.18,9.08
El Salvador,Latin America & the Caribbean,6.64,7.08
El Salvador,Latin America & the Caribbean,6.64,7.08
El Salvador,Latin America & the Caribbean,6.92,7.92
El Salvador,Latin America & the Caribbean,7.05,7.92
El Salvador,Latin America & the Caribbean,7.5,7.92
El Salvador,Latin America & the Caribbean,7.33,7.92
El Salvador,Latin America & the Caribbean,7.36,7.92
El Salvador,Latin America & the Caribbean,7.05,7.5
El Salvador,Latin America & the Caribbean,7.2,7.92
El Salvador,Latin America & the Caribbean,6.98,7.92
El Salvador,Latin America & the Caribbean,7.16,7.92
Estonia,Eastern Europe,9.12,9.87
Estonia,Eastern Europe,9.07,9.85
Estonia,Eastern Europe,9.05,9.83
Estonia,Eastern Europe,8.96,9.77
Estonia,Eastern Europe,9.04,9.8
Estonia,Eastern Europe,9.02,9.73
Estonia,Eastern Europe,9.02,9.68
Estonia,Eastern Europe,9.01,9.67
Estonia,Eastern Europe,9.04,9.65
Estonia,Eastern Europe,9.02,9.23
Estonia,Eastern Europe,9.01,9.57
Eswatini,Sub-Saharan Africa,5.76,8.82
Eswatini,Sub-Saharan Africa,5.81,8.95
Eswatini,Sub-Saharan Africa,5.7,9.02
Eswatini,Sub-Saharan Africa,5.76,9.02
Eswatini,Sub-Saharan Africa,5.44,8.98
Eswatini,Sub-Saharan Africa,5.67,8.88
Eswatini,Sub-Saharan Africa,5.38,8.2
Eswatini,Sub-Saharan Africa,5.11,7.82
Eswatini,Sub-Saharan Africa,5.35,8.43
Ethiopia,Sub-Saharan Africa,5.18,7.35
Ethiopia,Sub-Saharan Africa,5.03,7.37
Ethiopia,Sub-Saharan Africa,5.17,7.2
Ethiopia,Sub-Saharan Africa,5.11,7.75
Ethiopia,Sub-Saharan Africa,5.14,7.82
Ethiopia,Sub-Saharan Africa,5.33,6.95
Ethiopia,Sub-Saharan Africa,5.26,7.72
Ethiopia,Sub-Saharan Africa,5.37,7.32
Ethiopia,Sub-Saharan Africa,5.41,7.67
Ethiopia,Sub-Saharan Africa,5.45,8.05
Ethiopia,Sub-Saharan Africa,5.6,7.48
Finland,Western Europe,9.21,9.9
Finland,Western Europe,9.21,9.83
Finland,Western Europe,9.2,9.92
Finland,Western Europe,9.28,9.9
Finland,Western Europe,9.42,9.9
Finland,Western Europe,9.42,9.88
Finland,Western Europe,9.42,9.88
Finland,Western Europe,9.46,9.87
Finland,Western Europe,9.44,9.85
Finland,Western Europe,9.45,9.85
Finland,Western Europe,9.44,9.83
France,Western Europe,8.7,9.88
France,Western Europe,8.72,9.9
France,Western Europe,8.75,9.6
France,Western Europe,8.72,9.68
France,Western Europe,8.73,9.5
France,Western Europe,8.71,9.5
France,Western Europe,8.68,9.5
France,Western Europe,8.7,9.5
France,Western Europe,8.71,9.5
France,Western Europe,8.94,9.92
France,Western Europe,8.91,9.47
Gabon,Sub-Saharan Africa,6.42,8.63
Gabon,Sub-Saharan Africa,6.47,8.6
Gabon,Sub-Saharan Africa,5.92,7.8
Gabon,Sub-Saharan Africa,5.84,8.63
Gabon,Sub-Saharan Africa,5.78,8.63
Gabon,Sub-Saharan Africa,6.05,9.05
Gabon,Sub-Saharan Africa,5.68,8.58
Gabon,Sub-Saharan Africa,6.11,8.58
Gabon,Sub-Saharan Africa,6.09,8.58
Gabon,Sub-Saharan Africa,6.04,9.0
Gabon,Sub-Saharan Africa,5.87,9.0
"Gambia, The",Sub-Saharan Africa,5.4,8.55
"Gambia, The",Sub-Saharan Africa,5.34,8.55
"Gambia, The",Sub-Saharan Africa,4.87,7.72
"Gambia, The",Sub-Saharan Africa,4.93,7.72
"Gambia, The",Sub-Saharan Africa,5.09,6.88
"Gambia, The",Sub-Saharan Africa,5.23,8.13
"Gambia, The",Sub-Saharan Africa,5.41,8.1
"Gambia, The",Sub-Saharan Africa,5.73,8.1
Georgia,Caucasus & Central Asia,7.56,9.0
Georgia,Caucasus & Central Asia,7.62,9.05
Georgia,Caucasus & Central Asia,7.48,9.02
Georgia,Caucasus & Central Asia,7.87,9.1
Georgia,Caucasus & Central Asia,7.85,8.97
Georgia,Caucasus & Central Asia,7.72,8.97
Georgia,Caucasus & Central Asia,7.44,8.53
Georgia,Caucasus & Central Asia,7.56,8.42
